POINT_ID,LC0_Desc,BDsample_0,coarse_mas,BDfine_0_2,coarse_vol,,
,Land Cover (Eurostat),BDsample_0_20_2018,coarse_mass_fraction,BDfine_0_20_2018_approx,coarse_volume_fraction_approx,,
51843782,Cropland,1.323,0.17,1.202,0.087,,
51883828,Cropland,0.497,0.07,0.468,0.013,,
51923832,Grassland,1.214,0.01,1.207,0.005,,
51923930,Woodland,0.875,0.05,0.845,0.017,,
51923944,Woodland,0.842,0.03,0.825,0.01,,
51943774,Cropland,1.068,0.01,1.062,0.004,,
51943882,Cropland,1.299,0.07,1.252,0.035,,
51943950,Woodland,0.57,0.12,0.515,0.026,,
51963894,Cropland,1.411,0.13,1.321,0.071,,
51963940,Woodland,0.424,0.12,0.38,0.02,,
52023864,Woodland,1.237,0.03,1.217,0.014,,
52043812,Grassland,1.016,0.06,0.977,0.023,,
52043830,Woodland,0.82,0.09,0.768,0.028,,
52063942,Grassland,0.96,0.02,0.947,0.007,,
52063954,Cropland,1.397,0.14,1.299,0.075,,
52123816,Woodland,1.204,0.04,1.178,0.019,,
52143958,Woodland,0.936,0.06,0.899,0.022,,
52223970,Grassland,1.269,0.08,1.215,0.039,,
52243888,Grassland,1.28,0.03,1.26,0.015,,
52283872,Woodland,0.349,0.61,0.148,0.082,,
52283958,Cropland,1.396,0.07,1.349,0.038,,
52323858,Cropland,1.297,0.1,1.228,0.05,,
52363912,Shrubland,1.202,0.06,1.162,0.028,,
52383854,Woodland,0.882,0.03,0.864,0.01,,
52423856,Woodland,0.795,0.14,0.714,0.043,,
52463940,Woodland,0.979,0.04,0.954,0.015,,
52503854,Grassland,1.202,0.05,1.168,0.023,,
52583844,Woodland,0.818,0.04,0.795,0.013,,
52603780,Woodland,0.723,0.23,0.595,0.064,,
52643850,Woodland,1.122,0.05,1.089,0.022,,
52663792,Woodland,0.088,0.07,0.082,0.002,,
52663864,Grassland,1.036,0.12,0.957,0.048,,
52743836,Grassland,0.859,0.07,0.817,0.023,,
52763848,Grassland,1.019,0.04,0.993,0.016,,
52803826,Woodland,0.985,0.03,0.966,0.011,,
52843852,Woodland,0.959,0.06,0.922,0.022,,
52863814,Cropland,1.07,0.05,1.037,0.021,,
52903794,Cropland,1.243,0.07,1.196,0.033,,
52923836,Woodland,0.754,0.07,0.715,0.02,,
52943776,Woodland,1.03,0.09,0.972,0.036,,
52963774,Grassland,1.295,0.04,1.268,0.02,,
53023788,Woodland,0.847,0.05,0.817,0.016,,
53023896,Woodland,0.939,0.04,0.915,0.014,,
53043800,Grassland,1.257,0.08,1.203,0.039,,
53063790,Cropland,1.264,0.04,1.237,0.019,,
53083858,Grassland,1.457,0.06,1.417,0.034,,
53083920,Woodland,1.225,0.02,1.212,0.009,,
53123776,Grassland,1.089,0.05,1.057,0.021,,
53163808,Cropland,1.352,0.16,1.238,0.083,,
53183886,Cropland,1.326,0.12,1.242,0.061,,
53183944,Woodland,0.931,0.07,0.888,0.025,,
53203896,Woodland,1.179,0.15,1.075,0.068,,
53203942,Woodland,1.043,0.09,0.985,0.036,,
53303934,Grassland,0.336,0.34,0.232,0.044,,
53323834,Woodland,0.164,0.06,0.155,0.004,,
53323928,Shrubland,0.319,0.31,0.228,0.038,,
53363818,Bareland,1.124,0.27,0.928,0.117,,
53363876,Woodland,0.309,0.16,0.264,0.019,,
53403840,Woodland,0.792,0.17,0.693,0.052,,
53403908,Cropland,1.488,0.05,1.455,0.029,,
53403912,Woodland,0.818,0.04,0.795,0.013,,
53403940,Woodland,1.171,0.06,1.131,0.027,,
53443794,Grassland,1.318,0.06,1.277,0.03,,
53563846,Grassland,0.972,0.03,0.954,0.011,,
53583764,Woodland,1.238,0.11,1.163,0.052,,
53583912,Woodland,1.053,0.03,1.033,0.012,,
53623840,Woodland,1.26,0.1,1.191,0.048,,
53623848,Woodland,1.083,0.2,0.945,0.083,,
53643818,Cropland,1.115,0.23,0.952,0.099,,
53643926,Woodland,0.883,0.09,0.828,0.031,,
53663898,Woodland,0.601,0.07,0.568,0.016,,
53723760,Grassland,1.344,0.07,1.296,0.036,,
53723764,Grassland,1.24,0.06,1.199,0.029,,
53723782,Grassland,1.49,0.05,1.457,0.029,,
53723804,Woodland,1.235,0.05,1.202,0.024,,
53723818,Cropland,1.347,0.05,1.314,0.026,,
53723904,Grassland,1.699,0.06,1.662,0.039,,
53743864,Grassland,1.222,0.14,1.124,0.066,,
53743906,Woodland,0.301,0.58,0.135,0.067,,
53763890,Cropland,1.353,0.03,1.333,0.016,,
53783916,Cropland,1.419,0.22,1.258,0.12,,
53903832,Woodland,0.349,0.08,0.325,0.011,,
53923834,Grassland,1.199,0.12,1.117,0.055,,
53943854,Woodland,0.229,0.13,0.202,0.011,,
54003836,Grassland,1.269,0.03,1.249,0.015,,
54043774,Grassland,1.229,0.05,1.196,0.024,,
54123840,Grassland,1.56,0.04,1.534,0.024,,
54203812,Shrubland,0.549,0.15,0.481,0.032,,
54203844,Cropland,1.451,0.15,1.346,0.084,,
54263840,Shrubland,0.438,0.01,0.434,0.002,,
47261442,Cropland,1.269,0.03,1.249,0.015,,
41183328,Cropland,1.333,0.06,1.293,0.031,,
41283342,Cropland,1.355,0,1.355,0,,
40383360,Cropland,1.529,0.03,1.509,0.018,,
40503370,Cropland,1.487,0.02,1.474,0.011,,
41183292,Cropland,0.941,0.06,0.904,0.022,,
40443286,Wetlands,0.29,0.01,0.287,0.001,,
40523276,Cropland,1.567,0.01,1.561,0.006,,
40563284,Grassland,0.967,0.02,0.955,0.007,,
40743266,Grassland,1.222,0.02,1.208,0.009,,
40803286,Grassland,1.215,0.05,1.182,0.023,,
40963282,Cropland,1.588,0.02,1.575,0.012,,
40983280,Cropland,1.351,0.03,1.331,0.016,,
39803204,Grassland,1.056,0.09,0.997,0.037,,
40383202,Grassland,1.38,0.04,1.354,0.021,,
40563266,Cropland,1.453,0.03,1.433,0.017,,
40623226,Grassland,1.01,0.19,0.883,0.074,,
40723226,Grassland,1.268,0.04,1.241,0.02,,
40783218,Woodland,0.978,0.02,0.965,0.008,,
40303288,Cropland,1.461,0.16,1.348,0.09,,
40323304,Bareland,1.495,0.07,1.449,0.04,,
40343302,Cropland,1.377,0.14,1.279,0.074,,
39583216,Grassland,0.594,0.29,0.452,0.066,,
38943176,Grassland,1.175,0.07,1.128,0.032,,
39103154,Cropland,1.652,0.1,1.588,0.064,,
39763194,Cropland,1.533,0.05,1.501,0.029,,
39783196,Grassland,1.026,0.15,0.926,0.059,,
49803016,Woodland,1.266,0.05,1.233,0.024,,
49963038,Woodland,0.886,0.06,0.85,0.02,,
49982998,Grassland,0.845,0.04,0.822,0.013,,
50023072,Woodland,1.61,0.02,1.598,0.012,,
50042998,Woodland,0.937,0.09,0.881,0.032,,
50183044,Grassland,1.239,0.14,1.141,0.067,,
50263082,Cropland,1.492,0.04,1.466,0.023,,
50322994,Grassland,0.985,0.14,0.895,0.053,,
50363022,Grassland,1.151,0.05,1.118,0.022,,
50363026,Cropland,1.109,0.09,1.049,0.038,,
50382960,Grassland,0.773,0.09,0.723,0.027,,
50383086,Cropland,1.554,0.08,1.501,0.048,,
50463076,Cropland,0.721,0.17,0.628,0.047,,
50483070,Cropland,0.897,0.02,0.885,0.007,,
50523028,Cropland,1.459,0.06,1.419,0.034,,
50562996,Shrubland,1.226,0.24,1.05,0.113,,
50702998,Grassland,0.885,0.13,0.806,0.044,,
50703016,Grassland,1.018,0.04,0.993,0.016,,
51142978,Grassland,1.353,0.11,1.277,0.057,,
51143024,Grassland,1.555,0.12,1.474,0.072,,
51143060,Woodland,0.891,0.05,0.861,0.017,,
51223012,Woodland,1.006,0.17,0.894,0.066,,
49063030,Cropland,1.079,0.08,1.027,0.033,,
49203018,Grassland,0.654,0.31,0.489,0.078,,
49263016,Grassland,1.15,0.05,1.117,0.022,,
49343050,Cropland,1.31,0.02,1.296,0.01,,
49443136,Grassland,0.75,0.11,0.689,0.032,,
49483014,Woodland,0.922,0.05,0.891,0.018,,
49703144,Woodland,1.592,0.03,1.573,0.018,,
49903118,Grassland,1.598,0.01,1.592,0.006,,
50143092,Cropland,1.535,0.04,1.509,0.024,,
50143110,Cropland,1.305,0.05,1.272,0.025,,
47403238,Cropland,1.069,0.05,1.037,0.021,,
47443326,Grassland,0.684,0.02,0.674,0.005,,
47463226,Cropland,1.6,0.08,1.548,0.049,,
47463250,Cropland,0.921,0.04,0.897,0.014,,
47583292,Cropland,1.153,0.07,1.106,0.031,,
47623218,Cropland,0.923,0.03,0.905,0.011,,
47663278,Woodland,1.116,0.05,1.083,0.021,,
47743406,Bareland,1.126,0.07,1.08,0.03,,
47803344,Cropland,1.545,0.05,1.513,0.03,,
47823196,Woodland,1.129,0.09,1.069,0.039,,
47983236,Cropland,1.024,0.06,0.986,0.024,,
48063208,Cropland,1.323,0.06,1.283,0.031,,
48223270,Cropland,1.417,0.09,1.356,0.049,,
48243208,Cropland,1.688,0.06,1.651,0.039,,
48263276,Woodland,1.341,0.08,1.287,0.041,,
48323286,Cropland,1.045,0.05,1.013,0.02,,
48383224,Cropland,1.45,0.14,1.353,0.078,,
48403252,Grassland,1.538,0.06,1.498,0.035,,
48423254,Cropland,1.44,0.07,1.393,0.039,,
48483256,Grassland,1.36,0.02,1.347,0.01,,
48543226,Cropland,1.347,0.08,1.292,0.041,,
48623230,Woodland,1.206,0.07,1.159,0.032,,
48703152,Cropland,1.658,0.04,1.633,0.026,,
48703210,Cropland,1.243,0.07,1.196,0.033,,
48703278,Cropland,1.277,0.05,1.243,0.025,,
48763252,Grassland,1.442,0.02,1.429,0.011,,
48763266,Grassland,1.376,0.01,1.369,0.005,,
48803234,Cropland,1.312,0.06,1.271,0.03,,
48843166,Cropland,1.306,0.03,1.286,0.015,,
48883192,Cropland,1.269,0.06,1.228,0.029,,
48883296,Grassland,1.267,0.03,1.247,0.015,,
48903214,Cropland,1.211,0.05,1.178,0.023,,
48923224,Woodland,1.027,0.03,1.008,0.012,,
48923238,Woodland,1.208,0.04,1.182,0.019,,
48943234,Grassland,1.281,0.05,1.247,0.025,,
49043232,Woodland,1.126,0.03,1.107,0.013,,
46263316,Cropland,1.344,0.02,1.331,0.01,,
46323328,Cropland,1.043,0.04,1.017,0.016,,
46383352,Cropland,1.078,0.06,1.039,0.025,,
46463396,Woodland,1.227,0.06,1.187,0.028,,
46463428,Cropland,1.488,0.09,1.428,0.052,,
46503360,Cropland,1.038,0.03,1.019,0.012,,
46503450,Grassland,0.913,0.06,0.876,0.021,,
46543398,Cropland,1.346,0.01,1.339,0.005,,
46703376,Grassland,0.905,0.04,0.881,0.014,,
46823428,Cropland,1.339,0.07,1.292,0.036,,
46903344,Cropland,1.469,0.08,1.415,0.045,,
46903444,Woodland,1.276,0.06,1.236,0.029,,
46923460,Grassland,1.181,0.07,1.134,0.032,,
47003450,Cropland,1.269,0.08,1.214,0.039,,
47123404,Grassland,1.129,0.19,0.997,0.083,,
47263380,Woodland,0.656,0.14,0.585,0.035,,
47383388,Grassland,1.459,0.09,1.398,0.05,,
47403374,Grassland,0.639,0.12,0.579,0.029,,
47443426,Grassland,1.252,0.06,1.211,0.029,,
47463358,Woodland,0.941,0.08,0.892,0.029,,
46483298,Woodland,0.739,0.03,0.723,0.009,,
46503198,Cropland,1.481,0.1,1.413,0.057,,
46643168,Woodland,1.431,0.05,1.398,0.028,,
46663262,Woodland,0.954,0.06,0.917,0.022,,
46683238,Woodland,1.235,0.08,1.181,0.038,,
46703178,Woodland,1.018,0.06,0.979,0.023,,
46723200,Grassland,1.106,0.06,1.066,0.026,,
46743172,Woodland,1.254,0.12,1.171,0.058,,
46783180,Woodland,0.723,0.15,0.641,0.042,,
46783194,Grassland,1.322,0.09,1.26,0.046,,
46843298,Cropland,1.104,0.05,1.071,0.021,,
46903264,Cropland,1.206,0.14,1.109,0.065,,
47043220,Woodland,1.446,0.02,1.433,0.011,,
47103196,Cropland,1.47,0.04,1.444,0.023,,
47123314,Woodland,1.272,0.03,1.252,0.015,,
47143320,Grassland,0.968,0.05,0.937,0.019,,
47163286,Cropland,1.258,0.2,1.114,0.097,,
47183240,Woodland,1.07,0.06,1.031,0.025,,
47003108,Bareland,0.863,0.16,0.766,0.053,,
47023118,Grassland,1.138,0.08,1.085,0.035,,
47163154,Woodland,0.682,0.16,0.598,0.042,,
47403158,Cropland,0.746,0.08,0.702,0.023,,
47583122,Cropland,1.371,0.15,1.265,0.079,,
47643172,Grassland,1.337,0.13,1.247,0.067,,
47663058,Woodland,0.776,0.21,0.654,0.063,,
47683090,Cropland,0.891,0.24,0.738,0.082,,
47823064,Cropland,1.177,0.02,1.164,0.009,,
47823106,Cropland,1.337,0.25,1.151,0.129,,
47883118,Cropland,1.102,0.1,1.036,0.042,,
47923082,Cropland,1.167,0.18,1.041,0.081,,
47943040,Woodland,0.705,0.04,0.684,0.011,,
47983048,Grassland,0.991,0.02,0.979,0.008,,
47983080,Grassland,0.895,0.03,0.877,0.01,,
47983110,Woodland,0.947,0.06,0.91,0.022,,
48083158,Cropland,1.284,0.14,1.186,0.069,,
48403140,Cropland,1.224,0.02,1.21,0.009,,
48403162,Woodland,1.114,0.11,1.04,0.047,,
48423136,Woodland,1.002,0.03,0.983,0.012,,
48523170,Woodland,1.045,0.18,0.923,0.072,,
48263072,Cropland,0.872,0.05,0.843,0.017,,
48383062,Cropland,1.276,0.06,1.236,0.029,,
48383094,Cropland,1.344,0.07,1.297,0.036,,
48523134,Cropland,1.306,0.19,1.169,0.095,,
48543070,Cropland,1.279,0.06,1.238,0.03,,
48543106,Cropland,1.344,0.01,1.337,0.005,,
48623122,Cropland,1.268,0.06,1.228,0.029,,
48723124,Cropland,1.752,0.07,1.71,0.047,,
48743058,Cropland,1.208,0.09,1.147,0.042,,
48743116,Woodland,0.683,0.08,0.642,0.021,,
48743134,Cropland,1.178,0.05,1.145,0.023,,
48803078,Woodland,0.826,0.18,0.718,0.057,,
48823118,Woodland,0.374,0.11,0.338,0.016,,
48903124,Woodland,0.713,0.02,0.703,0.005,,
48923022,Cropland,1.435,0.03,1.415,0.017,,
48923094,Woodland,1.112,0.07,1.066,0.03,,
49003136,Cropland,1.206,0.1,1.138,0.046,,
48103388,Cropland,1.481,0.06,1.441,0.034,,
48203382,Cropland,1.487,0.06,1.447,0.034,,
48223392,Grassland,1.565,0.05,1.533,0.03,,
48283352,Woodland,1.1,0.03,1.081,0.013,,
48343344,Cropland,0.98,0.02,0.967,0.008,,
48363340,Cropland,1.044,0.05,1.012,0.02,,
48523322,Cropland,1.21,0.06,1.17,0.028,,
48523386,Woodland,0.792,0.03,0.775,0.009,,
48543334,Cropland,1.562,0.06,1.523,0.036,,
48583324,Cropland,1.242,0.08,1.188,0.038,,
48603376,Cropland,1.306,0.02,1.293,0.01,,
48623384,Cropland,1.463,0.11,1.387,0.062,,
48683412,Cropland,1.198,0.05,1.164,0.023,,
48763414,Woodland,0.666,0.04,0.646,0.01,,
48803330,Cropland,1.546,0.03,1.526,0.018,,
48903376,Cropland,1.324,0.03,1.304,0.015,,
48983302,Cropland,1.35,0.11,1.274,0.057,,
49203356,Cropland,0.972,0.04,0.947,0.015,,
49323304,Cropland,1.115,0.03,1.096,0.013,,
49343288,Cropland,0.84,0.09,0.787,0.029,,
49343312,Cropland,0.649,0,0.649,0,,
49483302,Cropland,1.461,0.04,1.435,0.022,,
49523302,Cropland,1.326,0.04,1.299,0.02,,
49423480,Grassland,0.622,0.24,0.501,0.057,,
49423488,Grassland,1.539,0.02,1.526,0.012,,
49443502,Cropland,1.482,0.07,1.435,0.04,,
49603476,Cropland,1.39,0.08,1.336,0.043,,
49623502,Woodland,1.187,0.04,1.161,0.018,,
49703500,Cropland,1.514,0.04,1.488,0.023,,
49763448,Grassland,0.214,0.01,0.212,0.001,,
49783488,Woodland,1.288,0.05,1.254,0.025,,
49883510,Grassland,1.337,0.06,1.297,0.031,,
50003436,Woodland,0.868,0.05,0.839,0.017,,
50063396,Woodland,0.286,0.06,0.271,0.007,,
50143404,Cropland,1.028,0.12,0.95,0.047,,
50143512,Grassland,1.697,0.02,1.685,0.013,,
50283482,Grassland,0.608,0.46,0.368,0.107,,
50323462,Woodland,0.991,0.03,0.972,0.011,,
50363490,Grassland,0.94,0.06,0.903,0.022,,
50383432,Woodland,0.918,0.04,0.894,0.014,,
50423474,Grassland,0.491,0.06,0.466,0.011,,
50423510,Woodland,1.044,0.09,0.985,0.036,,
50503494,Grassland,0.467,0.04,0.452,0.007,,
50563432,Grassland,1.285,0.04,1.258,0.02,,
50643432,Grassland,0.745,0.03,0.729,0.009,,
51023502,Cropland,0.981,0.06,0.943,0.023,,
51083476,Woodland,1.025,0.07,0.98,0.028,,
51143450,Cropland,1.439,0.06,1.399,0.033,,
51303466,Woodland,1.34,0.04,1.313,0.021,,
51323464,Cropland,0.925,0.14,0.837,0.05,,
47783448,Cropland,1.078,0.14,0.984,0.058,,
47803416,Cropland,1.319,0.13,1.229,0.066,,
48043464,Woodland,1.076,0.13,0.989,0.054,,
48423448,Cropland,0.748,0.08,0.704,0.023,,
48443522,Cropland,1.142,0.05,1.109,0.022,,
48623474,Cropland,1.458,0.1,1.39,0.056,,
48823460,Cropland,1.11,0.16,1,0.068,,
48903448,Cropland,1.047,0.12,0.968,0.048,,
48903466,Cropland,1.279,0.05,1.246,0.025,,
48963460,Cropland,1.038,0.11,0.966,0.044,,
49063498,Cropland,0.845,0.12,0.774,0.039,,
49163482,Cropland,1.391,0.04,1.364,0.021,,
49203450,Cropland,1.479,0.07,1.433,0.04,,
49163194,Cropland,1.362,0.04,1.336,0.021,,
49203212,Cropland,1.316,0.06,1.275,0.03,,
49283238,Cropland,0.997,0.05,0.966,0.019,,
49303252,Grassland,1.279,0.07,1.232,0.034,,
49343216,Woodland,1.114,0.03,1.094,0.013,,
49423282,Cropland,1.489,0.06,1.449,0.034,,
49443178,Cropland,1.473,0.05,1.44,0.028,,
49503208,Grassland,1.203,0.13,1.113,0.06,,
49523266,Cropland,1.379,0.08,1.325,0.042,,
49523276,Cropland,1.335,0.09,1.274,0.046,,
49523284,Cropland,1.299,0.09,1.238,0.045,,
49643278,Cropland,1.528,0.1,1.461,0.059,,
49663176,Woodland,1.156,0.03,1.136,0.013,,
49663270,Cropland,1.422,0.08,1.368,0.044,,
49663284,Cropland,1.66,0.08,1.609,0.051,,
49763232,Grassland,1.187,0.09,1.126,0.041,,
49783174,Woodland,1.331,0.07,1.283,0.036,,
49783246,Cropland,1.191,0.06,1.151,0.027,,
49823260,Cropland,1.466,0.06,1.426,0.034,,
49843216,Cropland,1.331,0.04,1.304,0.02,,
49883266,Grassland,0.98,0.03,0.961,0.011,,
49963164,Cropland,1.659,0.05,1.627,0.032,,
49963192,Grassland,0.804,0.21,0.679,0.065,,
49963200,Cropland,1.142,0.05,1.109,0.022,,
49983196,Cropland,1.106,0.03,1.087,0.013,,
49983234,Grassland,1.069,0.02,1.056,0.008,,
49983280,Cropland,1.562,0.05,1.529,0.03,,
50003206,Cropland,1.055,0.01,1.048,0.004,,
50063150,Cropland,1.126,0.1,1.059,0.043,,
50063158,Cropland,1.321,0.04,1.294,0.02,,
50063180,Cropland,1.234,0.03,1.214,0.014,,
50063194,Cropland,1.101,0.05,1.069,0.021,,
50103184,Woodland,1.072,0.06,1.033,0.025,,
50103238,Cropland,1.167,0.02,1.154,0.009,,
50163222,Grassland,1.448,0.02,1.435,0.011,,
50203270,Cropland,1.006,0.13,0.922,0.05,,
50243204,Woodland,1.093,0.08,1.041,0.034,,
50303214,Cropland,1.447,0.11,1.372,0.061,,
50343244,Cropland,1.221,0.04,1.195,0.019,,
50423230,Grassland,1.064,0.18,0.941,0.074,,
50123124,Grassland,0.625,0.07,0.591,0.017,,
50143146,Cropland,1.159,0.05,1.126,0.022,,
50283112,Grassland,1.464,0.03,1.444,0.017,,
50363130,Woodland,1.506,0.04,1.48,0.023,,
50543112,Cropland,1.528,0.03,1.508,0.018,,
50683074,Grassland,0.853,0.07,0.811,0.023,,
50703124,Artificial land,0.85,0.07,0.809,0.023,,
50843088,Grassland,0.902,0.12,0.828,0.042,,
50863110,Woodland,1.17,0.07,1.123,0.031,,
50943118,Grassland,1.128,0.03,1.109,0.013,,
50963150,Bareland,1.223,0.07,1.176,0.033,,
51023088,Cropland,1.046,0.02,1.033,0.008,,
51063100,Grassland,1.258,0.01,1.251,0.005,,
51083148,Cropland,1.377,0.19,1.24,0.101,,
51103122,Woodland,1.114,0.01,1.108,0.004,,
51143162,Woodland,1.484,0.02,1.471,0.011,,
51283140,Cropland,0.781,0.02,0.77,0.006,,
51323126,Cropland,0.908,0.03,0.89,0.01,,
51343172,Cropland,1.307,0.03,1.287,0.015,,
51383160,Cropland,1.169,0.09,1.109,0.04,,
51483142,Cropland,0.84,0.04,0.816,0.013,,
51463266,Woodland,0.681,0.22,0.563,0.058,,
51503186,Woodland,1.219,0.02,1.206,0.009,,
51543194,Cropland,1.2,0.07,1.153,0.032,,
51603214,Cropland,1.069,0.05,1.037,0.021,,
51603268,Woodland,1.141,0.05,1.108,0.022,,
51643216,Woodland,0.968,0.05,0.937,0.019,,
51683234,Shrubland,0.945,0.04,0.921,0.015,,
51903238,Grassland,0.931,0.03,0.913,0.011,,
51923178,Cropland,0.964,0.04,0.939,0.015,,
51963208,Cropland,1.001,0.09,0.944,0.035,,
51963268,Grassland,0.798,0.06,0.764,0.018,,
51963286,Woodland,1.126,0.06,1.086,0.026,,
51983278,Cropland,0.924,0.03,0.906,0.011,,
52043252,Cropland,0.848,0.03,0.83,0.01,,
52063280,Cropland,1.364,0.08,1.309,0.042,,
52443184,Cropland,1.09,0.02,1.077,0.008,,
52443288,Cropland,1.322,0.02,1.308,0.01,,
52483152,Grassland,0.944,0.12,0.869,0.044,,
52523166,Cropland,0.978,0.07,0.934,0.026,,
52523170,Cropland,0.976,0.04,0.951,0.015,,
52523220,Cropland,1.006,0.06,0.968,0.023,,
52643142,Cropland,1.41,0.03,1.39,0.016,,
52663138,Cropland,1.499,0.02,1.486,0.012,,
52743154,Cropland,1.394,0.03,1.374,0.016,,
51323096,Cropland,0.717,0.15,0.635,0.041,,
51363072,Woodland,0.973,0,0.973,0,,
51423100,Grassland,0.818,0.03,0.801,0.009,,
51443008,Grassland,1.225,0.13,1.135,0.061,,
51603142,Woodland,1.015,0.1,0.95,0.039,,
51663088,Grassland,0.927,0.06,0.89,0.021,,
51722996,Grassland,0.808,0.05,0.78,0.016,,
51723014,Grassland,1.09,0.15,0.988,0.063,,
51823018,Cropland,1.059,0.07,1.013,0.028,,
51863086,Grassland,1.17,0.03,1.15,0.014,,
51943026,Woodland,1.047,0.02,1.034,0.008,,
51943092,Woodland,1.182,0.04,1.155,0.018,,
52303048,Cropland,1.087,0.03,1.068,0.013,,
52363000,Grassland,1.166,0.01,1.159,0.004,,
51143438,Woodland,1.149,0.06,1.109,0.027,,
51243394,Cropland,1.322,0.12,1.238,0.061,,
51283450,Cropland,0.96,0.05,0.929,0.018,,
51363400,Woodland,0.87,0.06,0.834,0.02,,
51383448,Grassland,1,0.09,0.942,0.035,,
51423424,Grassland,1.268,0.05,1.234,0.024,,
51423430,Grassland,0.874,0.04,0.85,0.013,,
51423466,Grassland,0.302,0.05,0.289,0.006,,
51463464,Woodland,0.902,0.03,0.884,0.01,,
51503414,Grassland,0.276,0.02,0.271,0.002,,
51503456,Grassland,1.205,0,1.205,0,,
51543382,Cropland,0.972,0.09,0.915,0.034,,
51663358,Cropland,1.207,0.07,1.16,0.032,,
51683378,Cropland,1.062,0.02,1.049,0.008,,
51723436,Grassland,1.163,0.06,1.123,0.027,,
51843370,Cropland,0.967,0.01,0.961,0.004,,
51863338,Cropland,1.023,0.05,0.991,0.02,,
51863446,Cropland,1.522,0.07,1.476,0.041,,
51903342,Cropland,1.14,0.05,1.107,0.022,,
51943354,Cropland,1.006,0.14,0.914,0.054,,
51943440,Woodland,0.638,0.06,0.608,0.015,,
51943470,Cropland,1.019,0.05,0.987,0.02,,
51963348,Cropland,1.017,0.08,0.966,0.031,,
52003356,Grassland,1.011,0.09,0.953,0.035,,
52003468,Grassland,0.735,0.15,0.652,0.042,,
52043360,Grassland,0.958,0.06,0.921,0.022,,
52043446,Woodland,1.125,0.06,1.086,0.026,,
52163440,Grassland,1.643,0.06,1.605,0.038,,
52263450,Cropland,1.173,0.11,1.098,0.05,,
52323438,Cropland,1.394,0.08,1.339,0.043,,
50383320,Cropland,1.291,0.09,1.23,0.045,,
50603288,Cropland,1.273,0.14,1.175,0.069,,
50623316,Woodland,0.901,0.04,0.877,0.014,,
50663322,Cropland,0.774,0.05,0.746,0.015,,
50783266,Woodland,1.189,0.06,1.149,0.027,,
50783306,Grassland,0.835,0.04,0.812,0.013,,
50943268,Grassland,1.33,0.07,1.283,0.036,,
50983316,Woodland,0.528,0.04,0.511,0.008,,
51103302,Woodland,0.84,0.01,0.834,0.003,,
51123280,Grassland,0.559,0.04,0.541,0.009,,
51163280,Woodland,0.671,0.05,0.646,0.013,,
51223278,Woodland,0.639,0.04,0.62,0.01,,
51283288,Grassland,0.691,0,0.691,0,,
49583316,Woodland,1.437,0.02,1.424,0.011,,
49763304,Grassland,1.217,0.04,1.19,0.019,,
49863322,Cropland,1.308,0.05,1.274,0.025,,
49923342,Cropland,1.342,0.02,1.329,0.01,,
50003296,Cropland,1.163,0.04,1.137,0.018,,
50023320,Cropland,1.364,0.05,1.331,0.026,,
50143296,Grassland,0.684,0.11,0.627,0.029,,
50143314,Cropland,1.27,0.1,1.202,0.049,,
50163370,Cropland,0.757,0.06,0.724,0.017,,
50603248,Cropland,0.976,0.17,0.865,0.064,,
50643216,Grassland,1.24,0.07,1.193,0.033,,
50643238,Cropland,1.024,0.12,0.946,0.047,,
50743180,Shrubland,1.045,0.18,0.923,0.072,,
50783186,Grassland,1.301,0.02,1.288,0.01,,
50783212,Cropland,1.449,0.05,1.416,0.028,,
50863206,Grassland,1.095,0.04,1.069,0.017,,
50883178,Woodland,1.148,0.03,1.128,0.013,,
50903242,Woodland,1.593,0.02,1.58,0.012,,
50923428,Grassland,0.636,0.02,0.626,0.005,,
50963348,Woodland,0.62,0.04,0.6,0.01,,
51003392,Grassland,0.776,0.05,0.748,0.015,,
51003396,Cropland,1.014,0.04,0.989,0.016,,
51023376,Woodland,1.216,0.01,1.209,0.005,,
51083368,Cropland,1.315,0.08,1.261,0.04,,
51103198,Cropland,1.179,0,1.179,0,,
51103216,Woodland,0.413,0.04,0.399,0.006,,
51123226,Woodland,1.739,0.02,1.727,0.013,,
51143330,Grassland,0.479,0.12,0.431,0.022,,
51163334,Woodland,0.638,0.06,0.608,0.015,,
51183382,Cropland,0.975,0.07,0.931,0.026,,
51223308,Grassland,0.728,0.1,0.674,0.028,,
51223350,Grassland,0.692,0.02,0.681,0.005,,
51243226,Cropland,1.444,0.01,1.438,0.006,,
51363194,Cropland,1.265,0.08,1.211,0.039,,
51363198,Cropland,1.208,0.05,1.174,0.023,,
51363266,Woodland,0.535,0.03,0.522,0.006,,
51363302,Woodland,0.725,0.04,0.703,0.011,,
51403188,Cropland,1.317,0.04,1.29,0.02,,
51403314,Cropland,0.748,0.03,0.731,0.009,,
51563304,Grassland,0.674,0.05,0.648,0.013,,
51643320,Grassland,1.067,0.02,1.054,0.008,,
51783316,Cropland,1.239,0.1,1.171,0.048,,
51903328,Cropland,0.928,0.08,0.878,0.029,,
51983328,Woodland,1.057,0.1,0.991,0.041,,
52003302,Cropland,1.188,0.07,1.141,0.032,,
47541538,Grassland,1.099,0.2,0.96,0.085,,
47625018,Woodland,0.742,0.16,0.653,0.046,,
47765016,Woodland,0.922,0.07,0.879,0.025,,
47884996,Woodland,0.533,0.12,0.481,0.025,,
